naics_code,naics_desc,naics_level
711320,"Promoters of performing arts, sports, and similar events without facilities",national_industry
7114,"Agents and managers for artists, athletes, entertainers, and other public figures",industry_group
71141,"Agents and managers for artists, athletes, entertainers, and other public figures",naics_industry
711410,"Agents and managers for artists, athletes, entertainers, and other public figures",national_industry
7115,"Independent artists, writers, and performers",industry_group
71151,"Independent artists, writers, and performers",naics_industry
711510,"Independent artists, writers, and performers",national_industry
712,"Museums, historical sites, and similar institutions",subsector
7121,"Museums, historical sites, and similar institutions",industry_group
71211,Museums,naics_industry
712110,Museums,national_industry
71212,Historical sites,naics_industry
712120,Historical sites,national_industry
71213,Zoos and botanical gardens,naics_industry
712130,Zoos and botanical gardens,national_industry
71219,Nature parks and other similar institutions,naics_industry
712190,Nature parks and other similar institutions,national_industry
713,"Amusement, gambling, and recreation industries",subsector
7131,Amusement parks and arcades,industry_group
71311,Amusement and theme parks,naics_industry
713110,Amusement and theme parks,national_industry
71312,Amusement arcades,naics_industry
713120,Amusement arcades,national_industry
7132,Gambling industries,industry_group
71321,Casinos (except casino hotels),naics_industry
713210,Casinos (except casino hotels),national_industry
71329,Other gambling industries,naics_industry
713290,Other gambling industries,national_industry
7139,Other amusement and recreation industries,industry_group
71391,Golf courses and country clubs,naics_industry
713910,Golf courses and country clubs,national_industry
71392,Skiing facilities,naics_industry
713920,Skiing facilities,national_industry
71393,Marinas,naics_industry
713930,Marinas,national_industry
71394,Fitness and recreational sports centers,naics_industry
713940,Fitness and recreational sports centers,national_industry
71395,Bowling centers,naics_industry
713950,Bowling centers,national_industry
71399,All other amusement and recreation industries,naics_industry
713990,All other amusement and recreation industries,national_industry
72,Accommodation and food services,sector
721,Accommodation,subsector
7211,Traveler accommodation,industry_group
72111,Hotels (except casino hotels) and motels,naics_industry
721110,Hotels (except casino hotels) and motels,national_industry
72112,Casino hotels,naics_industry
721120,Casino hotels,national_industry
72119,Other traveler accommodation,naics_industry
721191,Bed-and-breakfast inns,national_industry
721199,All other traveler accommodation,national_industry
7212,Rv (recreational vehicle) parks and recreational camps,industry_group
72121,Rv (recreational vehicle) parks and recreational camps,naics_industry
721211,Rv (recreational vehicle) parks and campgrounds,national_industry
721214,Recreational and vacation camps (except campgrounds),national_industry
7213,"Rooming and boarding houses, dormitories, and workers' camps",industry_group
72131,"Rooming and boarding houses, dormitories, and workers' camps",naics_industry
721310,"Rooming and boarding houses, dormitories, and workers' camps",national_industry
722,Food services and drinking places,subsector
7223,Special food services,industry_group
72231,Food service contractors,naics_industry
722310,Food service contractors,national_industry
72232,Caterers,naics_industry
722320,Caterers,national_industry
72233,Mobile food services,naics_industry
722330,Mobile food services,national_industry
7224,Drinking places (alcoholic beverages),industry_group
72241,Drinking places (alcoholic beverages),naics_industry
722410,Drinking places (alcoholic beverages),national_industry
7225,Restaurants and other eating places,industry_group
72251,Restaurants and other eating places,naics_industry
722511,Full-service restaurants,national_industry
722513,Limited-service restaurants,national_industry
722514,"Cafeterias, grill buffets, and buffets",national_industry
722515,Snack and nonalcoholic beverage bars,national_industry
81,Other services (except public administration),sector
811,Repair and maintenance,subsector
8111,Automotive repair and maintenance,industry_group
81111,Automotive mechanical and electrical repair and maintenance,naics_industry
811111,General automotive repair,national_industry
811112,Automotive exhaust system repair,national_industry
811113,Automotive transmission repair,national_industry
811118,Other automotive mechanical and electrical repair and maintenance,national_industry
81112,"Automotive body, paint, interior, and glass repair",naics_industry
811121,"Automotive body, paint, and interior repair and maintenance",national_industry
811122,Automotive glass replacement shops,national_industry
81119,Other automotive repair and maintenance,naics_industry
811191,Automotive oil change and lubrication shops,national_industry
811192,Car washes,national_industry
811198,All other automotive repair and maintenance,national_industry
8112,Electronic and precision equipment repair and maintenance,industry_group
81121,Electronic and precision equipment repair and maintenance,naics_industry
811211,Consumer electronics repair and maintenance,national_industry
811212,Computer and office machine repair and maintenance,national_industry
811213,Communication equipment repair and maintenance,national_industry
811219,Other electronic and precision equipment repair and maintenance,national_industry
8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,industry_group
81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,naics_industry
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,national_industry
8114,Personal and household goods repair and maintenance,industry_group
81141,Home and garden equipment and appliance repair and maintenance,naics_industry
811411,Home and garden equipment repair and maintenance,national_industry
811412,Appliance repair and maintenance,national_industry
81142,Reupholstery and furniture repair,naics_industry
811420,Reupholstery and furniture repair,national_industry
81143,Footwear and leather goods repair,naics_industry
811430,Footwear and leather goods repair,national_industry
81149,Other personal and household goods repair and maintenance,naics_industry
811490,Other personal and household goods repair and maintenance,national_industry
812,Personal and laundry services,subsector
8121,Personal care services,industry_group
81211,"Hair, nail, and skin care services",naics_industry
812111,Barber shops,national_industry
812112,Beauty salons,national_industry
812113,Nail salons,national_industry
81219,Other personal care services,naics_industry
812191,Diet and weight reducing centers,national_industry
812199,Other personal care services,national_industry
8122,Death care services,industry_group
81221,Funeral homes and funeral services,naics_industry
812210,Funeral homes and funeral services,national_industry
81222,Cemeteries and crematories,naics_industry
812220,Cemeteries and crematories,national_industry
8123,Drycleaning and laundry services,industry_group
81231,Coin-operated laundries and drycleaners,naics_industry
812310,Coin-operated laundries and drycleaners,national_industry
81232,Drycleaning and laundry services (except coin-operated),naics_industry
812320,Drycleaning and laundry services (except coin-operated),national_industry
81233,Linen and uniform supply,naics_industry
812331,Linen supply,national_industry
812332,Industrial launderers,national_industry
8129,Other personal services,industry_group
81291,Pet care (except veterinary) services,naics_industry
812910,Pet care (except veterinary) services,national_industry
81292,Photofinishing,naics_industry
812921,Photofinishing laboratories (except one-hour),national_industry
812922,One-hour photofinishing,national_industry
81293,Parking lots and garages,naics_industry
812930,Parking lots and garages,national_industry
81299,All other personal services,naics_industry
812990,All other personal services,national_industry
813,"Religious, grantmaking, civic, professional, and similar organizations",subsector
8131,Religious organizations,industry_group
81311,Religious organizations,naics_industry
813110,Religious organizations,national_industry
8132,Grantmaking and giving services,industry_group
81321,Grantmaking and giving services,naics_industry
813211,Grantmaking foundations,national_industry
813212,Voluntary health organizations,national_industry
813219,Other grantmaking and giving services,national_industry
8133,Social advocacy organizations,industry_group
81331,Social advocacy organizations,naics_industry
813311,Human rights organizations,national_industry
813312,"Environment, conservation and wildlife organizations",national_industry
813319,Other social advocacy organizations,national_industry
8134,Civic and social organizations,industry_group
81341,Civic and social organizations,naics_industry
813410,Civic and social organizations,national_industry
8139,"Business, professional, labor, political, and similar organizations",industry_group
81391,Business associations,naics_industry
813910,Business associations,national_industry
81392,Professional organizations,naics_industry
813920,Professional organizations,national_industry
81393,Labor unions and similar labor organizations,naics_industry
813930,Labor unions and similar labor organizations,national_industry
81394,Political organizations,naics_industry
813940,Political organizations,national_industry
81399,"Other similar organizations (except business, professional, labor, and political organizations)",naics_industry
813990,"Other similar organizations (except business, professional, labor, and political organizations)",national_industry
814,Private households,subsector
8141,Private households,industry_group
81411,Private households,naics_industry
814110,Private households,national_industry
92,Public administration,sector
921,"Executive, legislative, and other general government support",subsector
9211,"Executive, legislative, and other general government support",industry_group
92111,Executive offices,naics_industry
921110,Executive offices,national_industry
92112,Legislative bodies,naics_industry
921120,Legislative bodies,national_industry
92113,Public finance activities,naics_industry
921130,Public finance activities,national_industry
92114,"Executive and legislative offices, combined",naics_industry
921140,"Executive and legislative offices, combined",national_industry
92115,American indian and alaska native tribal governments,naics_industry
921150,American indian and alaska native tribal governments,national_industry
92119,Other general government support,naics_industry
921190,Other general government support,national_industry
922,"Justice, public order, and safety activities",subsector
9221,"Justice, public order, and safety activities",industry_group
92211,Courts,naics_industry
922110,Courts,national_industry
92212,Police protection,naics_industry
922120,Police protection,national_industry
92213,Legal counsel and prosecution,naics_industry
922130,Legal counsel and prosecution,national_industry
92214,Correctional institutions,naics_industry
922140,Correctional institutions,national_industry
92215,Parole offices and probation offices,naics_industry
922150,Parole offices and probation offices,national_industry
92216,Fire protection,naics_industry
922160,Fire protection,national_industry
92219,"Other justice, public order, and safety activities",naics_industry
922190,"Other justice, public order, and safety activities",national_industry
923,Administration of human resource programs,subsector
9231,Administration of human resource programs,industry_group
92311,Administration of education programs,naics_industry
923110,Administration of education programs,national_industry
92312,Administration of public health programs,naics_industry
923120,Administration of public health programs,national_industry
92313,"Administration of human resource programs (except education, public health, and veterans' affairs programs)",naics_industry
923130,"Administration of human resource programs (except education, public health, and veterans' affairs programs)",national_industry
92314,Administration of veterans' affairs,naics_industry
923140,Administration of veterans' affairs,national_industry
924,Administration of environmental quality programs,subsector
9241,Administration of environmental quality programs,industry_group
92411,Administration of air and water resource and solid waste management programs,naics_industry
924110,Administration of air and water resource and solid waste management programs,national_industry
92412,Administration of conservation programs,naics_industry
924120,Administration of conservation programs,national_industry
925,"Administration of housing programs, urban planning, and community development",subsector
9251,"Administration of housing programs, urban planning, and community development",industry_group
92511,Administration of housing programs,naics_industry
925110,Administration of housing programs,national_industry
92512,Administration of urban planning and community and rural development,naics_industry
925120,Administration of urban planning and community and rural development,national_industry
926,Administration of economic programs,subsector
9261,Administration of economic programs,industry_group
92611,Administration of general economic programs,naics_industry
926110,Administration of general economic programs,national_industry
92612,Regulation and administration of transportation programs,naics_industry
926120,Regulation and administration of transportation programs,national_industry
92613,"Regulation and administration of communications, electric, gas, and other utilities",naics_industry
926130,"Regulation and administration of communications, electric, gas, and other utilities",national_industry
92614,Regulation of agricultural marketing and commodities,naics_industry
926140,Regulation of agricultural marketing and commodities,national_industry
92615,"Regulation, licensing, and inspection of miscellaneous commercial sectors",naics_industry
926150,"Regulation, licensing, and inspection of miscellaneous commercial sectors",national_industry
927,Space research and technology,subsector
9271,Space research and technology,industry_group
92711,Space research and technology,naics_industry
927110,Space research and technology,national_industry
928,National security and international affairs,subsector
9281,National security and international affairs,industry_group
92811,National security,naics_industry
928110,National security,national_industry
92812,International affairs,naics_industry
928120,International affairs,national_industry
